id,rated,turns,victory_status,winner,increment_code,white_rating,black_rating,first_move,opening_eco,opening_name,opening_ply
5sEcA5zs,TRUE,31,resign,white,10+3,1360,1332,e4,B00,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,5
wXnKMk3N,FALSE,51,resign,white,10+0,1311,1360,e4,C21,King's Pawn Game: Beyer Gambit,4
YPVYpEvm,FALSE,87,mate,white,20+0,1714,1360,e4,C64,Ruy Lopez: Classical Variation,6
rth667hB,TRUE,31,mate,white,45+30,1354,1217,e4,C50,Italian Game,5
rb7lq7dT,TRUE,38,resign,black,15+15,1245,1346,d4,D20,Queen's Gambit Accepted: Old Variation,5
hxMTrlzW,FALSE,43,resign,white,10+4,1346,1099,e4,C55,Italian Game: Anti-Fried Liver Defense,6
hfNJtVnd,TRUE,105,resign,white,9+2,1336,1287,Nf3,A07,King's Indian Attack: Keres Variation #2,4
ijtzfFex,FALSE,87,outoftime,white,10+0,1580,1555,c4,A10,English Opening: Anglo-Scandinavian Defense,2
Uc64bIGE,FALSE,36,mate,black,10+0,1555,1580,e4,B40,Sicilian Defense: Marshall Counterattack,6
o1qwAoUy,TRUE,38,resign,black,6+6,1649,1547,e4,C02,French Defense: Advance Variation #4,6
voV4ekhS,TRUE,110,resign,black,8+0,1426,1527,e4,C00,French Defense: Knight Variation,3
VUCRbEm8,TRUE,48,resign,black,15+0,1557,1547,e4,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8
LDLdtyDj,FALSE,95,mate,white,5+8,1557,1607,d4,E20,Nimzo-Indian Defense #2,5
Gr1n1AdP,FALSE,70,mate,black,5+8,1607,1557,f4,A02,Bird Opening,1
1TpYTEKR,FALSE,42,resign,white,10+0,1557,1632,e4,B32,Sicilian Defense: Open #3,7
AUzK1bj8,TRUE,177,outoftime,white,10+3,1535,1609,e4,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
R5SfPQiB,TRUE,114,mate,black,10+2,1713,1558,g3,A00,Hungarian Opening: Indian Defense,2
VXdhNTk5,TRUE,57,resign,white,10+2,1497,1730,e4,B00,Owen Defense,2
kTRSenmv,TRUE,57,resign,white,7+3,1437,1552,e4,C50,Italian Game,5
FE7B5vY8,FALSE,82,draw,draw,10+0,1516,1552,f4,A03,Bird Opening,2
PEIWrbTQ,TRUE,29,mate,white,7+3,1513,1456,e4,B54,Sicilian Defense,5
8hlHAFPF,TRUE,70,resign,black,10+0,1355,1478,e4,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
BwBDbyKq,TRUE,97,mate,white,10+0,1638,1614,e4,C55,Italian Game: Anti-Fried Liver Defense,6
E41MaCB9,TRUE,99,resign,white,6+5,1613,1934,e4,B12,Caro-Kann Defense: Maroczy Variation |  Maroczy Gambit,11
UVbhSOnA,FALSE,74,resign,black,10+0,1865,1613,d4,D03,Queen's Pawn Game: Torre Attack,5
HYMGpINp,TRUE,48,mate,black,8+0,1776,1587,d4,D00,Queen's Pawn Game,2
L9UeFctE,TRUE,77,mate,white,15+0,1568,1593,e4,C10,French Defense: Marshall Variation,6
DbYHY9Bc,TRUE,80,resign,black,15+0,1605,1546,e4,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
7fftvkF6,TRUE,35,resign,white,8+0,1518,1709,e4,B00,Nimzowitsch Defense: Lean Variation |  Colorado Counter Accepted,5
IlQp1eqc,TRUE,33,resign,white,10+0,1728,1527,d4,D31,Semi-Slav Defense: Noteboom Variation,8
atgsbOBS,TRUE,87,mate,white,10+0,1515,1379,e4,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
Kx4jd1Oo,TRUE,40,resign,black,10+0,1538,1501,e4,B06,Robatsch (Modern) Defense,4
5vg0pHEg,TRUE,54,resign,black,10+0,1511,1516,d4,D30,Queen's Gambit Declined,4
5uNNVd3c,TRUE,67,resign,black,10+0,1464,1495,e4,C69,Ruy Lopez: Exchange Variation |  Normal Variation,9
aGVLNoTY,TRUE,21,mate,white,10+0,1470,1475,e4,C40,King's Pawn Game: Damiano Defense,4
W4eyc9dH,TRUE,14,mate,black,10+0,1490,1440,e4,C50,Italian Game: Schilling-Kostic Gambit,6
l2My0J1h,FALSE,71,resign,white,15+15,1611,1974,Nf3,D41,Queen's Gambit Declined: Semi-Tarrasch |  San Sebastian Variation,18
eRHQGmr2,TRUE,72,outoftime,black,10+0,1611,1945,d4,E20,Nimzo-Indian Defense: Ragozin Variation,8
D45fTp2y,TRUE,62,resign,black,10+0,1584,1611,Nf3,A31,English Opening: Symmetrical Variation |  Anti-Benoni Variation,5
lTOKfWMv,TRUE,48,resign,black,10+0,1942,1611,e3,A00,Van't Kruijs Opening,1
sd7oPNum,TRUE,6,outoftime,black,10+2,1217,1611,e4,C46,Four Knights Game,6
xLmd5oZZ,TRUE,69,draw,draw,20+0,1611,2059,d4,D46,Semi-Slav Defense: Chigorin Defense,12
T3gAyyeH,TRUE,72,resign,white,15+15,1611,1478,Nf3,B27,Sicilian Defense: Quinteros Variation,4
HDPjH5bD,TRUE,40,mate,black,15+15,1486,1552,e4,C44,King's Pawn Game: Dresden Opening,5
cFSW3SMi,TRUE,29,mate,white,15+15,1453,1496,e4,B06,Modern Defense,2
wsNnVC6Y,TRUE,44,resign,white,15+15,1340,1326,d4,A40,English Defense #2,2
UxvU6EN4,TRUE,59,mate,white,10+0,1532,1500,e4,C00,French Defense: Steinitz Attack,3
mjXUQnww,TRUE,115,resign,white,10+0,1560,1557,e4,C34,King's Gambit Accepted |  Fischer Defense,6
lC84DiKq,TRUE,70,resign,black,10+0,1571,1577,f4,A03,Bird Opening: Dutch Variation,2
A17jdHS8,TRUE,36,resign,black,10+0,1580,1617,f4,A03,Bird Opening,2
t5ixT6HN,TRUE,83,resign,white,10+0,1531,1593,e4,C46,Four Knights Game: Gunsberg Variation,7
8uZRNw8n,TRUE,99,draw,draw,10+0,1449,1597,e4,C48,Four Knights Game: Ranken Variation,9
vwQzM7Sg,TRUE,43,resign,white,10+0,1743,1604,e4,C34,King's Gambit Accepted |  Schallopp Defense,6
I4zyNfPo,TRUE,89,resign,white,10+0,1604,1614,e4,C48,Four Knights Game: Spanish Variation |  Classical Variation,8
6eQ92lsE,TRUE,96,resign,black,10+0,1550,1605,d4,D00,Queen's Pawn Game: Mason Attack,3
8BLA0IOl,FALSE,116,mate,black,10+0,1630,1605,e4,C42,Petrov's Defense #5,8
pMcUNK5E,FALSE,78,mate,black,15+0,1475,1605,g3,A00,Hungarian Opening,1
Kzq2t2lB,FALSE,77,mate,white,15+0,1605,1475,f4,A02,Bird Opening,1
a0VRhASu,FALSE,70,mate,black,15+0,1475,1605,e4,C20,King's Pawn Opening: 2.b3,3
5gymGRgt,FALSE,27,resign,white,10+0,1570,1605,e4,C42,Russian Game: Cochrane Gambit,7
Vyrkyifp,FALSE,102,resign,black,10+0,1605,1500,f4,A02,Bird Opening,1
exEzRx87,FALSE,21,resign,white,10+0,1500,1605,e4,C47,Four Knights Game: Italian Variation |  Noa Gambit,9
i3YfxFdL,FALSE,33,resign,white,10+0,1605,1500,f4,A02,Bird Opening,1
8ctKV1wh,FALSE,74,resign,black,10+0,1513,1605,e4,C42,Russian Game: Urusov Gambit,5
jVXtr42v,TRUE,65,resign,white,25+5,1790,1874,b4,A00,Polish Opening,1
ZXM2sX4y,TRUE,81,resign,white,25+5,1864,1805,e4,B24,Sicilian Defense: Closed Variation |  Fianchetto Variation,5
UFKSc5hH,TRUE,45,resign,black,25+5,1496,1861,d4,A45,Indian Game: Tartakower Attack,3
jhA7bDVC,TRUE,52,resign,white,25+5,1851,1853,e4,C67,Ruy Lopez: Berlin Defense |  Rio Gambit Accepted,8
vc2eo2Sh,TRUE,51,resign,white,10+0,1861,1863,Nc3,B11,Caro-Kann Defense,4
WgPBuJD6,TRUE,48,draw,draw,10+0,1618,1609,e4,C00,French Defense: Knight Variation,3
WtFUCKgj,TRUE,20,resign,black,10+0,1620,1607,e3,A00,Van't Kruijs Opening,1
EQDn1BA7,TRUE,50,mate,black,10+0,1621,1496,e4,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
AbDhfpnX,TRUE,98,resign,black,10+0,1633,1581,e4,C41,Philidor Defense #3,5
Ger5Zno3,TRUE,106,mate,black,10+0,1623,1623,e4,C60,Ruy Lopez: Cozio Defense,6
JHH8PcNq,TRUE,19,resign,white,10+0,1612,1614,e4,C50,Italian Game,5
8Ie5Oesp,TRUE,22,resign,white,10+0,1605,1624,e4,C50,Italian Game: Giuoco Pianissimo |  Normal,8
HN5jnzyI,TRUE,114,draw,draw,10+0,1693,1621,d4,E61,Indian Game: West Indian Defense,4
GRAng26s,TRUE,69,resign,black,10+0,1631,1684,e4,B50,Sicilian Defense,4
TaaLCuw6,TRUE,34,mate,black,10+0,1636,1619,e4,C53,Italian Game: Classical Variation |  Closed Variation,8
R2JFua6L,TRUE,40,mate,black,10+0,1613,1617,e4,C57,Italian Game: Two Knights Defense |  Traxler Counterattack,8
LcPvndOa,TRUE,108,resign,black,10+0,1627,1495,e4,C50,Italian Game: Hungarian Defense,6
oWSctoZp,TRUE,27,resign,white,10+0,1480,1643,e4,C23,Bishop's Opening,3
m793jf7F,TRUE,63,resign,white,10+0,1631,1652,e4,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,5
UaulsArt,TRUE,31,resign,white,10+0,1687,1641,e4,C44,Ponziani Opening,5
EL3LK94E,TRUE,71,resign,white,10+0,1630,1638,e4,C55,Italian Game: Anti-Fried Liver Defense,6
PcXdgcJJ,TRUE,92,mate,black,10+0,1414,1624,e4,C60,Ruy Lopez: Cozio Defense,6
XGG3VNC9,TRUE,47,mate,white,10+0,1619,1419,e4,C57,Italian Game: Two Knights Defense |  Knight Attack,7
n1hgevhj,TRUE,56,resign,black,10+0,1629,1659,e4,C42,Petrov's Defense #2,5
q5P7mAB4,TRUE,48,resign,white,10+0,1649,1639,e4,C23,Bishop's Opening,3
sl4N6t22,TRUE,124,resign,black,10+0,1677,1627,b4,A00,Polish Opening,1
DhoFXYNH,TRUE,49,mate,white,10+0,1705,1636,e4,C45,Scotch Game: Classical Variation,8
q6FmC8Id,TRUE,64,resign,black,10+0,1647,1635,e4,B96,Sicilian Defense: Najdorf Variation,13
2CvZyh4h,TRUE,29,resign,white,10+0,1637,1627,e4,C53,Italian Game: Classical Variation #2,7
Psin3ost,TRUE,45,resign,white,10+0,1626,1631,e4,C50,Italian Game,5
AaSSYIy6,TRUE,96,resign,black,10+0,1602,1615,e4,C34,King's Gambit Accepted |  Fischer Defense,6
0lWtXgXo,TRUE,92,resign,black,10+0,1634,1603,e4,C23,Bishop's Opening,3
IC0EFtA5,TRUE,40,mate,black,10+0,1611,1591,e4,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
L8gPU593,TRUE,123,mate,white,10+0,1579,1623,e4,C54,Italian Game: Giuoco Piano |  Aitken Variation,19
0PVGpBvD,TRUE,129,mate,white,10+0,1995,1581,Nf3,A05,King's Indian Attack: Symmetrical Defense,4
2icRDIZI,TRUE,120,mate,black,10+0,1589,1569,d4,D92,Gruenfeld Defense: Three Knights Variation |  Hungarian Attack,9
ktRhE4Ky,TRUE,71,draw,draw,10+0,1570,1555,e4,C55,Italian Game: Anti-Fried Liver Defense,6
5AYA7mBv,TRUE,97,mate,white,10+0,1559,1557,e4,C00,French Defense: Knight Variation,3
qGThbTuM,TRUE,60,resign,white,10+0,1546,1571,d4,A45,Indian Game,2
pLR3kRgy,TRUE,57,resign,white,10+0,1550,1567,e4,B21,Sicilian Defense: Smith-Morra Gambit Declined |  Push Variation,6
EdKqO9z1,TRUE,38,resign,white,5+7,1560,1419,d4,B12,Caro-Kann Defense: Advance Variation,5
sAjNrfSm,TRUE,111,resign,white,8+0,1840,1564,e4,C45,Scotch Game: Haxo Gambit,8
BON8sFeZ,TRUE,119,resign,black,10+0,1660,1549,d4,A49,East Indian Defense,4
PREaBSqk,TRUE,33,mate,white,10+0,1534,1678,e4,C41,Philidor Defense,5
CmAh08GF,TRUE,32,resign,white,10+0,1789,1538,d4,E10,Blumenfeld Countergambit #2,6
FpZiajAh,TRUE,96,resign,black,15+0,1841,1921,e4,C22,Center Game: Berger Variation,8
uFREIMDF,TRUE,92,draw,draw,8+10,1926,1737,Nf3,A04,Zukertort Opening: Queenside Fianchetto Variation,2
4Wozw7Zh,TRUE,64,resign,black,8+2,1629,1887,e3,D00,Queen's Pawn Game #2,3
GIoSZf5k,TRUE,10,resign,black,5+5,1860,1712,e4,C37,King's Gambit Accepted |  King's Knight Gambit,7
9r2yzwRq,TRUE,85,resign,white,20+8,1500,1568,Nf3,A09,Reti Opening: Reti Accepted,4
e4UoYNOg,TRUE,40,resign,black,10+0,1780,2132,e4,B90,Sicilian Defense: Najdorf Variation,10
sn4zdyQb,TRUE,58,resign,black,10+0,966,1124,e4,B01,Scandinavian Defense,2
ppPlxT3Q,TRUE,26,outoftime,black,15+15,884,951,b3,A01,Nimzo-Larsen Attack: Modern Variation,2
D0idNTxu,TRUE,4,outoftime,black,15+15,945,1070,e4,C40,King's Knight Opening,3
yTbYtCF6,TRUE,118,mate,black,10+0,971,1149,d4,B00,King's Pawn Game: Nimzowitsch Defense,3
AEIBxJhK,TRUE,11,mate,white,15+15,1238,985,e3,A00,Van't Kruijs Opening,1
mwcADhNn,TRUE,163,outoftime,draw,10+0,972,1247,c4,A20,English Opening: King's English Variation,2
ygHSZzNE,TRUE,95,mate,white,10+0,1107,961,d4,B00,Nimzowitsch Defense: Mikenas Variation,4
9MESu3hH,TRUE,37,resign,black,10+0,974,1129,d4,D00,Queen's Pawn Game: Chigorin Variation,3
tBXOrjlO,TRUE,101,mate,white,10+2,1203,970,e4,C21,Center Game #2,3
J5DYrnEf,TRUE,80,outoftime,black,10+0,998,937,e4,C00,French Defense: Pelikan Variation,5
o5ZRUXrY,TRUE,78,resign,black,10+0,1016,1126,e3,A00,Van't Kruijs Opening,1
e5CGewyU,TRUE,89,outoftime,draw,10+0,1025,1153,d4,C01,French Defense: Mediterranean Defense,4
fV2cuf3p,TRUE,42,mate,black,10+0,1047,1151,d4,D02,Queen's Pawn Game: Chigorin Variation,4
baOLL2ej,TRUE,8,outoftime,black,10+0,998,1016,e4,C44,Ponziani Opening: Romanishin Variation,6
tHHd8ejz,TRUE,101,outoftime,white,10+0,1127,1044,e4,C20,King's Pawn Game: Wayward Queen Attack,3
E9Es660b,TRUE,65,outoftime,white,10+0,1020,1200,d4,D02,Queen's Pawn Game: Zukertort Variation,3
0Hl7FLEs,TRUE,60,mate,black,10+0,1069,1071,d4,D02,Queen's Pawn Game: Symmetrical Variation,4
6pOeX4hN,TRUE,71,draw,draw,10+0,1071,1068,d4,D00,Queen's Pawn Game: Mason Attack,3
zALflmF8,TRUE,44,resign,black,10+0,1115,1223,d4,D01,Queen's Pawn Game: Chigorin Variation,4
F8euV2Zp,TRUE,20,resign,black,10+0,1190,1213,d4,D01,Queen's Pawn Game: Chigorin Variation,4
VC0euQZC,TRUE,41,resign,white,10+0,1337,1337,e4,C40,King's Knight Opening,3
F0rtsvLh,TRUE,40,resign,black,10+0,1500,1500,e4,B01,Scandinavian Defense,2
vI6soB0y,TRUE,27,resign,white,25+25,1500,1571,e4,C41,Philidor Defense: Exchange Variation #2,7
RHqtUgcA,TRUE,59,resign,black,15+10,1367,1866,e3,A00,Van't Kruijs Opening,1
pCdIqYQn,TRUE,19,mate,white,10+0,1590,1373,e4,B00,Owen Defense,2
7DyaFpEQ,TRUE,50,mate,black,10+0,1377,1667,g3,A00,Hungarian Opening,1
gDy9stbN,TRUE,34,resign,black,10+0,1558,1358,e4,C88,Ruy Lopez: Closed Variations |  Rosen Attack,15
4C9wlcMh,TRUE,15,mate,white,5+8,1476,1367,e4,B00,Owen Defense,2
J2JnXESd,TRUE,52,resign,black,5+8,1376,1469,e3,A00,Van't Kruijs Opening,1
fYXWmMQo,TRUE,65,mate,white,5+8,1460,1386,e4,B00,Owen Defense,2
0izXEQL0,TRUE,67,resign,white,10+0,1372,1408,e4,C41,Philidor Defense #3,5
C7ZN9Vt6,TRUE,31,resign,black,5+5,1373,2148,e4,B40,Sicilian Defense: French Variation,4
nXAMBzZC,FALSE,130,mate,black,8+0,1500,1395,e4,C00,French Defense #2,2
PDmTWzdY,TRUE,125,mate,white,8+0,1382,1414,e4,C01,French Defense: Exchange Variation,5
l33LvAGO,TRUE,76,resign,black,15+5,1320,1400,e4,C00,French Defense: Knight Variation,3
VVMmBXVj,TRUE,121,resign,white,15+5,1383,1330,d4,A46,Torre Attack #2,3
J7LsFrHs,FALSE,53,resign,white,30+0,1383,1242,d4,D02,Queen's Pawn Game: Zukertort Variation,3
nrOeTNGE,TRUE,116,outoftime,black,16+0,1469,1357,e4,C02,French Defense: Advance Variation |  Paulsen Attack,9
o8It5NwS,FALSE,47,resign,white,25+0,959,1357,h3,A00,Creepy Crawly Formation: Classical Defense,4
KYR2S7f1,FALSE,53,resign,white,25+0,1357,959,d4,D00,Queen's Pawn Game: Mason Attack,3
lUfS2I5H,FALSE,76,mate,black,25+0,959,1357,h3,A00,Creepy Crawly Formation: Classical Defense,4
9GK7Wbwa,TRUE,110,draw,draw,15+10,1588,1691,e4,C50,Italian Game: Giuoco Pianissimo |  Normal,8
RQKVDRu3,TRUE,67,mate,white,15+3,1541,1586,e4,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9
gzD3S9qf,TRUE,17,resign,white,30+5,1517,1320,e4,C40,Elephant Gambit,4
aqIy0Ek9,TRUE,39,mate,white,25+15,1569,1569,b3,A01,Nimzo-Larsen Attack: Classical Variation,2
F9LhXEvk,TRUE,94,resign,black,30+0,1563,1498,d4,C03,French Defense: Tarrasch Variation,5
scqVJjj2,TRUE,37,resign,white,10+10,1903,1512,d4,E20,Nimzo-Indian Defense: Ragozin Variation,8
BoBZJpRS,TRUE,37,mate,white,20+0,1612,1450,e4,B13,Caro-Kann Defense: Exchange Variation,5
5VAOl0rA,FALSE,34,resign,white,15+15,1327,1450,e4,B00,Caro-Kann Defense: Hillbilly Attack,3
TMNMnaD7,FALSE,41,outoftime,white,10+0,1245,1450,e4,B12,Caro-Kann Defense: Advance Variation,5
ERl5w1Lb,FALSE,30,resign,black,15+7,1921,1451,e4,C40,Latvian Gambit,4
XLvG0Fxw,TRUE,51,resign,white,10+0,1462,1464,h3,A00,Global Opening,3
kI6eU49k,TRUE,79,mate,white,10+0,1450,1486,e4,C33,King's Gambit Accepted |  Bishop's Gambit |  Lopez Defense,6
wbR4KA2i,TRUE,83,resign,white,10+0,1439,1418,e4,C33,King's Gambit Accepted |  Bishop's Gambit,5
eTcONlGD,TRUE,14,resign,black,8+8,1728,1500,e4,C55,Italian Game: Two Knights Defense,6
AFrSI2mE,TRUE,21,resign,white,10+0,1547,1563,e4,B02,Alekhine Defense: Scandinavian Variation,4
Of7utwYA,TRUE,47,resign,white,10+0,1863,1567,e4,B02,Alekhine Defense,2
MbJQrZqR,TRUE,38,resign,white,10+0,1559,1423,d4,A40,Horwitz Defense,2
57CfXLeQ,TRUE,34,resign,black,10+0,1570,1611,d4,B06,Modern Defense: Geller's System,7
6jtIjE2R,TRUE,39,resign,white,10+0,1562,1582,e4,B03,Alekhine Defense,6
jsfpSHaf,TRUE,43,resign,white,5+9,1576,1386,d4,D00,Queen's Pawn Game: Mason Attack,3
CPDDgugd,TRUE,41,mate,white,5+8,1353,1595,c4,B10,Caro-Kann Defense: Accelerated Panov Attack,3
RXnpG2TZ,TRUE,49,resign,white,16+7,1591,1326,d4,D00,Queen's Pawn Game: Mason Attack,3
FgNBqN3z,TRUE,38,outoftime,black,10+10,1560,1580,e4,B02,Alekhine Defense: Scandinavian Variation,4
ploTbJ6s,TRUE,70,outoftime,black,5+5,1727,1574,e4,B01,Scandinavian Defense: Modern Variation #2,4
hbxnJvqu,TRUE,48,resign,black,10+0,1579,1841,d4,E00,Indian Game: East Indian Defense,4
eZH6krXF,TRUE,50,resign,black,10+0,1877,1558,e4,C11,French Defense: Steinitz Variation #2,11
qKXrw2ki,TRUE,57,resign,white,10+0,1536,1962,d4,A45,Trompowsky Attack,3
FhfFRSoX,TRUE,148,outoftime,draw,10+0,1529,1763,d4,D00,Queen's Pawn Game: Mason Attack,3
EHmTVpmX,TRUE,62,mate,black,10+7,1590,1515,e4,B01,Scandinavian Defense: Modern Variation #2,4
XUuJhAEP,TRUE,29,resign,white,10+0,1653,1522,d4,A80,Dutch Defense,2
1CEn79ih,TRUE,52,mate,black,10+0,1675,1505,e4,B01,Scandinavian Defense: Panov Transfer,6
EHODQ73d,TRUE,26,mate,black,10+0,1547,1491,e4,B01,Scandinavian Defense: Panov Transfer,6
Wt4pO0yV,TRUE,59,resign,black,10+0,1507,1399,d4,A40,Englund Gambit,2
37DIkyQP,TRUE,2,draw,draw,10+0,1641,1502,e4,B01,Scandinavian Defense,2
BThm18qK,TRUE,195,draw,draw,10+0,1496,1703,d4,A48,London System,5
IgqWb3wU,TRUE,56,resign,black,10+0,1482,1484,e4,B01,Scandinavian Defense: Modern Variation #2,4
TAdphcbm,TRUE,40,resign,black,10+0,1486,1909,d4,A40,Modern Defense,2
63lPam9c,TRUE,31,mate,white,10+0,1919,1488,c4,A11,English Opening: Caro-Kann Defensive System,2
I400IkFs,TRUE,60,resign,black,10+0,1488,2192,d4,A45,Indian Game,2
Q9Bk2G35,TRUE,45,resign,white,10+0,1470,1684,d4,D00,Queen's Pawn Game: Mason Attack,3
irRJlNd6,TRUE,63,draw,draw,5+8,1465,1659,d4,A81,Dutch Defense: Fianchetto Attack,3
bubeMcp6,TRUE,17,resign,white,10+0,1586,1473,Nf3,D02,Queen's Pawn Game: London System,5
pxoOFfHH,TRUE,34,resign,white,10+0,1548,1488,e4,B03,Alekhine Defense,6
Av8udV1F,TRUE,36,mate,black,10+0,1500,1501,d4,A45,Indian Game,2
RIrGfA5F,TRUE,62,mate,black,10+0,1509,1487,e4,B05,Alekhine Defense: Modern Variation |  Main Line,8
GlTzWj5E,TRUE,46,draw,draw,7+5,1356,1491,e4,B01,Scandinavian Defense,2
lFN4Gvv1,TRUE,34,resign,black,10+0,1495,1771,d4,A45,Indian Game,2
cJRIpA0K,TRUE,38,resign,white,5+5,1529,1639,e4,C00,French Defense: Knight Variation,3
4u0MUqHf,TRUE,107,resign,white,5+5,1631,1537,e4,C41,Philidor Defense: Hanham Variation,6
68pMrUFp,TRUE,42,resign,black,5+5,1546,1621,e4,B54,Sicilian Defense #2,6
hz2R5AX6,TRUE,35,resign,white,5+5,1568,1636,e4,C00,French Defense: Pelikan Variation,5
ZbjPJQvo,TRUE,122,mate,black,5+5,1354,1631,e4,C00,French Defense: Schlechter Variation,5
rbcpm9pr,TRUE,71,mate,white,5+5,1626,1384,e4,B53,Sicilian Defense: Chekhover Variation,7
3fubUQ1L,TRUE,42,resign,black,5+5,1639,1813,e4,B06,Modern Defense: Mongredien Defense #2,6
QYc8zif6,TRUE,2,outoftime,black,5+5,1646,1795,d4,D00,Queen's Pawn Game,2
afXDSWwS,TRUE,11,resign,white,5+5,1646,939,d4,D10,Slav Defense,4
kzO8xpo0,TRUE,54,resign,black,5+5,1657,1678,e4,B08,Pirc Defense: Classical Variation,8
lfKoLKHr,TRUE,58,resign,white,5+5,1667,1668,e4,B06,Modern Defense: Three Pawns Attack,5
DcNnJYPu,TRUE,42,resign,black,5+5,1683,1599,e4,C30,King's Gambit Declined |  Queen's Knight Defense,4
4ohxsOYi,TRUE,116,draw,draw,5+5,1596,1686,d4,A40,Modern Defense,2
nBIWZ8Fi,TRUE,74,mate,black,5+5,1769,1659,c4,A10,English Opening: Great Snake Variation,2
IIlpa2I0,TRUE,54,mate,black,5+5,1668,1761,d4,A40,Horwitz Defense,2
Fl7n8wyn,TRUE,85,resign,white,5+5,1752,1677,c4,A15,English Opening: Anglo-Indian Defense,2
kATFCmb6,TRUE,38,resign,black,5+5,1688,1743,e4,B43,Sicilian Defense: Kan Variation |  Wing Attack,10
8BHaVwSf,TRUE,41,resign,white,5+5,1582,1704,e4,C00,French Defense: Knight Variation,3
JHs2yQVf,TRUE,121,mate,white,5+5,1693,1666,e4,B53,Sicilian Defense: Chekhover Variation,7
WOwzREnN,TRUE,30,resign,black,5+5,1676,1680,e4,C00,French Defense: Knight Variation,3
vCxVnALT,TRUE,64,resign,black,10+3,1142,1679,e3,D00,Queen's Pawn Game #2,3
BAKj62Jt,TRUE,15,mate,white,10+3,1678,1148,e4,C21,Danish Gambit Accepted |  Classical Defense,10
IhPROx4l,TRUE,40,resign,black,10+3,1154,1676,d3,A00,Mieses Opening,1
FEAnKMLP,TRUE,128,draw,draw,10+3,1686,1098,e4,B00,Carr Defense,2
wwF013vq,TRUE,48,resign,black,10+3,1102,1685,b4,A00,Polish Opening,1
UVCNEXse,TRUE,51,mate,white,10+3,1684,1107,e4,C01,French Defense: Mediterranean Defense,4
YeWcT5XP,TRUE,71,resign,black,5+5,1493,1678,e4,C00,French Defense #2,2
mOQE6k1N,TRUE,60,resign,white,5+5,1525,1693,d4,D02,Queen's Pawn Game: Zukertort Variation,3
nIQ2d4S6,TRUE,58,mate,black,5+5,1709,1681,d4,A40,Horwitz Defense,2
PRsV872Z,TRUE,60,resign,black,5+5,1692,1699,f4,A03,Bird Opening: Dutch Variation,2
TQOTfC0X,TRUE,40,resign,white,5+5,1688,1704,c4,A10,English Opening: Great Snake Variation,2
XA0DImut,TRUE,29,outoftime,white,5+5,1699,1497,c4,A11,English Opening: Caro-Kann Defensive System,2
SBB7hpZn,TRUE,98,resign,black,5+5,1703,1943,c4,A15,English Opening: Anglo-Indian Defense,2
9LBbJAy5,TRUE,71,resign,black,5+5,1694,1692,e4,C10,French Defense: Marshall Variation,6
jkBe42CV,TRUE,135,draw,draw,5+5,1696,1564,c4,A10,English Opening: Great Snake Variation,2
Z9FnkzxR,TRUE,34,mate,black,5+5,1572,1688,e4,C01,French Defense: Exchange Variation,5
rt1IFgnN,TRUE,60,mate,black,5+5,1392,1684,d4,C07,French Defense: Tarrasch Variation |  Open System,6
m6bOuo2a,TRUE,47,resign,black,5+5,1707,1696,c4,A34,English Opening: Symmetrical Variation |  Normal Variation,3
d79KE45O,TRUE,23,resign,white,5+5,1684,1720,d4,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,7
VzLpYJ1R,TRUE,78,mate,black,5+5,1733,1672,c4,A30,English Opening: Symmetrical Variation,2
wLCl9YNn,TRUE,35,mate,white,5+5,1721,1736,c4,E61,King's Indian Defense,6
RSsb4wYF,TRUE,53,resign,white,5+5,1724,1733,Nf3,A08,King's Indian Attack,4
lm8AKQIn,TRUE,120,mate,black,5+5,1746,1712,c4,A11,English Opening: Caro-Kann Defensive System,2
uiJ5thnm,TRUE,41,mate,white,5+5,1741,1496,c4,A13,English Opening: Agincourt Defense,2
GHlw6n8z,TRUE,42,resign,black,15+15,1295,1240,d4,D11,Slav Defense: Bonet Gambit,7
yLhzi5Dd,TRUE,63,resign,white,15+2,1430,1302,d4,D03,Queen's Pawn Game: Torre Attack,5
brPQOL4Y,FALSE,23,resign,black,15+2,1302,1248,d4,D06,Queen's Gambit Refused: Marshall Defense,4
gH21a6oq,TRUE,32,resign,black,10+0,1314,1270,d4,D20,Queen's Gambit Accepted: Old Variation,5
giix8ieL,FALSE,73,resign,white,15+2,1445,1314,d4,D31,Queen's Gambit Declined: Queen's Knight Variation,5
Un8lFrlI,TRUE,90,resign,black,15+15,1321,1451,d4,D50,Queen's Gambit Declined: Modern Variation,7
xNeUwMhV,TRUE,41,mate,white,15+15,1300,1333,e4,B52,Sicilian Defense: Canal Attack |  Main Line,6
